alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks,resolution_time,resolution_date_corrected
alert175949,txn10075949,frequent_failure,11-12-2022,TRUE,13-12-2022 15:23,Customer officer amount newspaper program read will themselves.,15:23:05,13-Dec-2022
alert198235,txn10098235,unusual_amount,08-04-2025,TRUE,10-04-2025 13:06,Thought become manager develop ok.,13:06:26,10-Apr-2025
alert165754,txn10065754,unusual_time,26-06-2025,FALSE,,Mother new call along more drug out within.,00:00:00,00-Jan-1900
alert184946,txn10084946,suspicious_login,09-07-2025,TRUE,12-07-2025 02:37,Successful water money ten girl dark.,02:37:26,12-Jul-2025
alert146554,txn10046554,unusual_amount,26-06-2025,TRUE,27-06-2025 15:50,Act water age scientist commercial drive.,15:50:34,27-Jun-2025
alert174103,txn10074103,unusual_time,01-08-2025,TRUE,01-08-2025 22:24,Must environment apply international however learn.,22:24:38,01-Aug-2025
alert123554,txn10023554,frequent_failure,16-07-2024,FALSE,,Sing discussion always avoid though.,00:00:00,00-Jan-1900
alert169105,txn10069105,unusual_time,21-04-2025,TRUE,23-04-2025 16:35,Television sea finally scene daughter blood responsibility.,16:35:29,23-Apr-2025
alert145498,txn10045498,suspicious_login,05-05-2025,TRUE,05-05-2025 13:44,Tonight create bad support.,13:44:16,05-May-2025
alert106335,txn10006335,unusual_time,18-07-2025,TRUE,18-07-2025 23:12,Result agreement maybe model sister able.,23:12:43,18-Jul-2025
alert181183,txn10081183,unusual_amount,15-05-2025,TRUE,18-05-2025 03:10,Owner live this visit book manager.,03:10:11,18-May-2025
alert181739,txn10081739,frequent_failure,21-09-2022,TRUE,23-09-2022 06:31,Sell after bit.,06:31:04,23-Sep-2022
alert150912,txn10050912,unusual_amount,27-04-2025,FALSE,,Experience improve pick less.,00:00:00,00-Jan-1900
alert123023,txn10023023,unusual_time,03-12-2024,TRUE,04-12-2024 07:03,Size despite hotel society enter crime affect family.,07:03:52,04-Dec-2024
alert175213,txn10075213,unusual_amount,12-06-2022,TRUE,15-06-2022 05:44,Level significant agreement work author eat step.,05:44:35,15-Jun-2022
alert174256,txn10074256,unusual_time,04-11-2024,TRUE,04-11-2024 15:53,Western impact smile second play might become.,15:53:00,04-Nov-2024
alert122083,txn10022083,suspicious_login,17-06-2025,FALSE,,Set health force memory discussion live too.,00:00:00,00-Jan-1900
alert151198,txn10051198,unusual_time,04-06-2025,TRUE,04-06-2025 15:46,Knowledge project type kind high debate.,15:46:24,04-Jun-2025
alert138509,txn10038509,frequent_failure,06-12-2024,TRUE,07-12-2024 23:03,Leg side bag society something country upon.,23:03:03,07-Dec-2024
alert130440,txn10030440,unusual_amount,16-04-2024,TRUE,18-04-2024 08:05,Tax business them leave not.,08:05:23,18-Apr-2024
alert128543,txn10028543,unusual_amount,03-08-2025,TRUE,04-08-2025 14:33,Involve him wrong wait large likely especially big.,14:33:44,04-Aug-2025
alert172063,txn10072063,frequent_failure,24-06-2025,TRUE,25-06-2025 13:16,Use front push arrive environment.,13:16:05,25-Jun-2025
alert195746,txn10095746,frequent_failure,26-07-2024,TRUE,27-07-2024 22:12,Organization talk action business fight plan such bank.,22:12:47,27-Jul-2024
alert153511,txn10053511,frequent_failure,27-07-2025,TRUE,28-07-2025 08:14,American people thank fire will seven.,08:14:56,28-Jul-2025
alert154139,txn10054139,suspicious_login,24-05-2024,TRUE,25-05-2024 20:44,Blue time very right.,20:44:51,25-May-2024
alert104165,txn10004165,suspicious_login,15-06-2025,TRUE,17-06-2025 06:52,Head fear main include.,06:52:46,17-Jun-2025
alert178322,txn10078322,frequent_failure,03-05-2024,FALSE,,Real know expect institution.,00:00:00,00-Jan-1900
alert179455,txn10079455,unusual_time,03-05-2024,FALSE,,Important develop someone result audience trade theory eight.,00:00:00,00-Jan-1900
alert158011,txn10058011,suspicious_login,28-11-2023,TRUE,30-11-2023 02:59,Rather choice guess laugh.,02:59:31,30-Nov-2023
alert137495,txn10037495,unusual_amount,24-07-2025,TRUE,26-07-2025 18:45,Age purpose expert wonder house ahead send.,18:45:06,26-Jul-2025
alert167774,txn10067774,frequent_failure,20-12-2023,TRUE,23-12-2023 00:59,Give begin response one wife trouble successful.,00:59:40,23-Dec-2023
alert107726,txn10007726,unusual_time,18-07-2024,TRUE,19-07-2024 07:51,Writer health risk start foot serious.,07:51:37,19-Jul-2024
alert185598,txn10085598,unusual_time,25-02-2025,TRUE,28-02-2025 13:31,Morning smile door.,13:31:04,28-Feb-2025
alert158360,txn10058360,suspicious_login,09-06-2025,TRUE,10-06-2025 15:29,Final what nearly wife first and range.,15:29:15,10-Jun-2025
alert118885,txn10018885,frequent_failure,05-08-2025,TRUE,06-08-2025 02:22,Address field go shake amount throughout old.,02:22:22,06-Aug-2025
alert136496,txn10036496,unusual_time,15-06-2025,TRUE,17-06-2025 07:46,Low will water her ever official.,07:46:51,17-Jun-2025
alert108605,txn10008605,unusual_amount,01-08-2025,TRUE,04-08-2025 15:01,Produce ground energy world be talk.,15:01:09,04-Aug-2025
alert182621,txn10082621,frequent_failure,06-07-2025,TRUE,07-07-2025 17:03,Only upon near look meet road safe.,17:03:01,07-Jul-2025
alert126659,txn10026659,unusual_time,24-07-2025,TRUE,24-07-2025 21:59,Education though skill be price.,21:59:12,24-Jul-2025
alert160110,txn10060110,unusual_amount,25-07-2024,TRUE,26-07-2024 13:24,Mother Congress if continue choice behind.,13:24:07,26-Jul-2024
alert137926,txn10037926,unusual_amount,22-06-2025,TRUE,24-06-2025 18:45,International resource up view herself fall of.,18:45:39,24-Jun-2025
alert136658,txn10036658,unusual_time,08-01-2025,TRUE,09-01-2025 21:41,Boy create none.,21:41:34,09-Jan-2025
alert174274,txn10074274,frequent_failure,01-12-2024,TRUE,03-12-2024 14:21,Despite however civil speak life.,14:21:49,03-Dec-2024
alert167859,txn10067859,suspicious_login,26-09-2023,TRUE,27-09-2023 14:26,Determine until claim affect keep.,14:26:25,27-Sep-2023
alert167861,txn10067861,unusual_amount,13-12-2023,TRUE,16-12-2023 03:42,Generation recently method or turn against lot.,03:42:31,16-Dec-2023
alert118230,txn10018230,unusual_time,31-07-2025,TRUE,01-08-2025 14:36,Mention sit thought full explain.,14:36:44,01-Aug-2025
alert157286,txn10057286,unusual_amount,12-07-2025,FALSE,,Practice glass nation sign thus ten positive make.,00:00:00,00-Jan-1900
alert135728,txn10035728,suspicious_login,27-12-2024,FALSE,,Industry herself order Congress individual property better mother.,00:00:00,00-Jan-1900
alert146752,txn10046752,suspicious_login,09-03-2024,TRUE,10-03-2024 08:57,Hundred project goal bag community natural.,08:57:40,10-Mar-2024
alert199648,txn10099648,unusual_amount,02-11-2024,TRUE,03-11-2024 17:33,By lead compare feeling father.,17:33:00,03-Nov-2024
alert153399,txn10053399,unusual_time,04-06-2025,TRUE,06-06-2025 10:50,Cost production range lead forget quality.,10:50:20,06-Jun-2025
alert192899,txn10092899,unusual_time,27-07-2025,TRUE,28-07-2025 16:28,Anyone cost best hour already list.,16:28:51,28-Jul-2025
alert170493,txn10070493,unusual_time,31-07-2025,TRUE,31-07-2025 10:42,Feeling hair health trade her them far always.,10:42:19,31-Jul-2025
alert133899,txn10033899,frequent_failure,02-07-2025,TRUE,04-07-2025 02:23,Interest a every modern.,02:23:57,04-Jul-2025
alert101915,txn10001915,frequent_failure,04-05-2025,TRUE,06-05-2025 00:26,Operation hour box plant.,00:26:56,06-May-2025
alert111690,txn10011690,suspicious_login,10-12-2024,TRUE,12-12-2024 10:01,Management hundred its.,10:01:33,12-Dec-2024
alert106676,txn10006676,unusual_amount,29-02-2024,TRUE,02-03-2024 17:10,Risk rock always last get pattern.,17:10:03,02-Mar-2024
alert117478,txn10017478,frequent_failure,17-05-2025,TRUE,20-05-2025 09:05,Reveal program as check.,09:05:48,20-May-2025
alert108151,txn10008151,unusual_amount,08-04-2025,TRUE,10-04-2025 20:43,Most what child want.,20:43:41,10-Apr-2025
alert171881,txn10071881,unusual_amount,04-05-2025,FALSE,,Successful center such stand door religious.,00:00:00,00-Jan-1900
alert124415,txn10024415,unusual_time,22-04-2025,TRUE,24-04-2025 07:40,Ability against member purpose.,07:40:50,24-Apr-2025
alert123182,txn10023182,suspicious_login,27-06-2025,TRUE,30-06-2025 06:02,Plan hard claim moment surface.,06:02:36,30-Jun-2025
alert195374,txn10095374,frequent_failure,28-07-2025,FALSE,,Green window development worker himself computer.,00:00:00,00-Jan-1900
alert167446,txn10067446,suspicious_login,15-07-2025,TRUE,17-07-2025 22:46,Easy bit green loss number his social.,22:46:38,17-Jul-2025
alert187889,txn10087889,suspicious_login,29-06-2025,TRUE,01-07-2025 00:58,Fish a wonder apply computer.,00:58:59,01-Jul-2025
alert163553,txn10063553,unusual_time,27-05-2024,TRUE,28-05-2024 06:25,Down although member if property.,06:25:05,28-May-2024
alert104353,txn10004353,suspicious_login,03-06-2025,TRUE,05-06-2025 02:19,Use reveal senior start way star either Republican.,02:19:44,05-Jun-2025
alert163657,txn10063657,frequent_failure,31-07-2025,TRUE,02-08-2025 06:45,Senior country spring drug experience pull moment suggest.,06:45:40,02-Aug-2025
alert104935,txn10004935,unusual_amount,11-04-2025,FALSE,,None me professional soon unit.,00:00:00,00-Jan-1900
alert152936,txn10052936,frequent_failure,21-02-2025,TRUE,22-02-2025 10:58,Get start if arrive compare hundred before.,10:58:49,22-Feb-2025
alert150453,txn10050453,unusual_amount,10-04-2025,FALSE,,Suffer mission per goal.,00:00:00,00-Jan-1900
alert177226,txn10077226,unusual_time,24-04-2025,TRUE,26-04-2025 21:21,Often again traditional because.,21:21:15,26-Apr-2025
alert167448,txn10067448,suspicious_login,30-04-2021,FALSE,,Statement often later important every wind.,00:00:00,00-Jan-1900
alert122376,txn10022376,suspicious_login,18-03-2024,TRUE,19-03-2024 07:24,Card rock sound model team.,07:24:56,19-Mar-2024
alert127701,txn10027701,frequent_failure,26-06-2025,TRUE,27-06-2025 11:04,Deep film market show win already.,11:04:29,27-Jun-2025
alert160474,txn10060474,frequent_failure,22-11-2023,FALSE,,Drug draw city picture.,00:00:00,00-Jan-1900
alert110772,txn10010772,unusual_amount,26-04-2024,TRUE,28-04-2024 15:11,He yet another level.,15:11:03,28-Apr-2024
alert108807,txn10008807,unusual_time,28-03-2025,TRUE,30-03-2025 12:45,Own act beautiful hope spring she body listen.,12:45:25,30-Mar-2025
alert121525,txn10021525,frequent_failure,20-07-2025,TRUE,23-07-2025 00:59,Executive base occur ask trip memory.,00:59:09,23-Jul-2025
alert128504,txn10028504,suspicious_login,16-01-2022,TRUE,17-01-2022 05:22,During left speech family.,05:22:54,17-Jan-2022
alert177316,txn10077316,unusual_amount,09-05-2024,TRUE,09-05-2024 14:38,Other quality know mouth.,14:38:31,09-May-2024
alert136930,txn10036930,frequent_failure,14-07-2025,TRUE,17-07-2025 18:36,Reduce sign money the significant.,18:36:43,17-Jul-2025
alert163012,txn10063012,suspicious_login,17-02-2025,TRUE,18-02-2025 00:00,Indicate analysis member throughout.,00:00:02,18-Feb-2025
alert123743,txn10023743,unusual_time,21-11-2024,TRUE,23-11-2024 06:11,Fund hear something them consider movement them.,06:11:57,23-Nov-2024
alert172887,txn10072887,suspicious_login,02-12-2024,TRUE,05-12-2024 03:23,Of pass goal fill bill.,03:23:53,05-Dec-2024
alert176940,txn10076940,frequent_failure,02-08-2023,TRUE,04-08-2023 19:51,Friend page agent improve.,19:51:27,04-Aug-2023
alert121706,txn10021706,suspicious_login,09-02-2024,TRUE,12-02-2024 10:19,Lead tonight dream become fall leave.,10:19:41,12-Feb-2024
alert138744,txn10038744,unusual_amount,27-03-2025,TRUE,27-03-2025 10:59,Police could recognize yard discussion value near.,10:59:08,27-Mar-2025
alert127556,txn10027556,suspicious_login,01-11-2022,TRUE,04-11-2022 22:24,Music break continue present class rock organization man.,22:24:32,04-Nov-2022
alert142594,txn10042594,unusual_time,01-04-2022,TRUE,03-04-2022 21:46,Would research program play trouble size.,21:46:44,03-Apr-2022
alert153793,txn10053793,frequent_failure,28-07-2023,FALSE,,Growth suffer science enough short network.,00:00:00,00-Jan-1900
alert188357,txn10088357,suspicious_login,21-06-2025,FALSE,,White thought expert arm.,00:00:00,00-Jan-1900
alert138861,txn10038861,unusual_time,24-09-2024,TRUE,27-09-2024 05:03,Leg similar heart candidate value wait partner.,05:03:34,27-Sep-2024
alert171487,txn10071487,unusual_time,02-10-2024,TRUE,05-10-2024 05:32,Actually level discuss with.,05:32:49,05-Oct-2024
alert194215,txn10094215,suspicious_login,06-08-2024,TRUE,09-08-2024 04:15,Positive laugh thank institution him summer staff.,04:15:53,09-Aug-2024
alert195089,txn10095089,unusual_amount,01-08-2025,TRUE,02-08-2025 18:18,Whole sport production tree short voice trip.,18:18:35,02-Aug-2025
alert149956,txn10049956,frequent_failure,02-03-2025,TRUE,04-03-2025 19:21,Late sea on me meet event.,19:21:20,04-Mar-2025
alert162615,txn10062615,frequent_failure,22-07-2025,TRUE,22-07-2025 15:19,Like her pattern cultural air least subject.,15:19:55,22-Jul-2025
alert171403,txn10071403,frequent_failure,24-02-2025,TRUE,26-02-2025 09:59,Friend memory base officer throughout.,09:59:59,26-Feb-2025
alert134082,txn10034082,frequent_failure,29-10-2024,TRUE,31-10-2024 22:55,Occur since parent talk itself.,22:55:01,31-Oct-2024
alert195051,txn10095051,frequent_failure,21-12-2024,TRUE,21-12-2024 04:36,Meeting close billion why quality.,04:36:42,21-Dec-2024
alert134591,txn10034591,unusual_amount,08-10-2024,TRUE,10-10-2024 04:11,Town husband carry course local face.,04:11:34,10-Oct-2024
alert165902,txn10065902,unusual_amount,28-02-2025,FALSE,,Specific school so miss clear.,00:00:00,00-Jan-1900
alert182464,txn10082464,unusual_time,05-07-2025,TRUE,08-07-2025 14:44,Clear visit cold decide send.,14:44:48,08-Jul-2025
alert140922,txn10040922,unusual_time,19-09-2024,TRUE,20-09-2024 21:24,Get hair family bar past evening throw manage.,21:24:41,20-Sep-2024
alert137398,txn10037398,unusual_amount,17-07-2023,TRUE,19-07-2023 06:54,Fear until seat.,06:54:12,19-Jul-2023
alert106469,txn10006469,unusual_amount,03-08-2025,TRUE,03-08-2025 23:19,Same when suddenly seat perform marriage.,23:19:00,03-Aug-2025
alert135107,txn10035107,frequent_failure,05-03-2025,TRUE,06-03-2025 21:29,Bar option activity talk film.,21:29:42,06-Mar-2025
alert143782,txn10043782,unusual_time,22-07-2025,TRUE,23-07-2025 20:01,Consumer finally along wall politics drop.,20:01:56,23-Jul-2025
alert189349,txn10089349,frequent_failure,31-07-2025,TRUE,31-07-2025 08:29,Child every strategy lawyer probably three.,08:29:30,31-Jul-2025
alert151386,txn10051386,frequent_failure,17-09-2024,TRUE,17-09-2024 05:59,Suddenly study continue time development.,05:59:15,17-Sep-2024
alert193795,txn10093795,suspicious_login,23-02-2025,TRUE,25-02-2025 01:33,Thus approach establish heart reason fast.,01:33:54,25-Feb-2025
alert129207,txn10029207,frequent_failure,24-05-2024,TRUE,26-05-2024 22:43,Gun join subject major million wall PM.,22:43:23,26-May-2024
alert142726,txn10042726,suspicious_login,10-02-2025,TRUE,13-02-2025 19:43,Direction hour seek wait finally west employee.,19:43:37,13-Feb-2025
alert168129,txn10068129,frequent_failure,05-08-2025,TRUE,06-08-2025 08:06,Bank decision position concern according herself.,08:06:42,06-Aug-2025
alert102108,txn10002108,unusual_time,05-12-2024,TRUE,07-12-2024 21:55,Whatever color technology.,21:55:58,07-Dec-2024
alert101888,txn10001888,frequent_failure,28-12-2024,TRUE,28-12-2024 14:56,Product surface enter chance son yet water.,14:56:39,28-Dec-2024
alert168989,txn10068989,frequent_failure,03-08-2025,TRUE,06-08-2025 08:06,Give past interesting billion.,08:06:42,06-Aug-2025
alert105580,txn10005580,frequent_failure,07-07-2025,TRUE,09-07-2025 07:44,Tonight yes house name sound will long.,07:44:27,09-Jul-2025
alert101336,txn10001336,unusual_time,25-02-2024,TRUE,28-02-2024 11:01,Politics consumer once wrong might threat.,11:01:25,28-Feb-2024
alert135806,txn10035806,suspicious_login,26-07-2025,TRUE,29-07-2025 11:39,Sometimes season consider finish need player.,11:39:37,29-Jul-2025
alert103570,txn10003570,frequent_failure,12-06-2025,TRUE,15-06-2025 04:43,See make necessary long.,04:43:54,15-Jun-2025
alert188901,txn10088901,suspicious_login,26-07-2025,FALSE,,Travel course power collection develop sign organization.,00:00:00,00-Jan-1900
alert155305,txn10055305,unusual_time,13-08-2024,TRUE,14-08-2024 20:44,Win thing here.,20:44:11,14-Aug-2024
alert186976,txn10086976,suspicious_login,12-08-2024,TRUE,12-08-2024 17:15,Night control mention somebody yes.,17:15:03,12-Aug-2024
alert155885,txn10055885,unusual_amount,30-07-2025,TRUE,02-08-2025 03:09,Situation stay tell example memory social high.,03:09:15,02-Aug-2025
alert194757,txn10094757,frequent_failure,27-07-2025,TRUE,29-07-2025 10:13,Cause throw realize brother explain.,10:13:09,29-Jul-2025
alert174239,txn10074239,frequent_failure,23-07-2025,TRUE,25-07-2025 05:06,Five song country analysis somebody.,05:06:17,25-Jul-2025
alert158043,txn10058043,unusual_time,05-07-2025,FALSE,,Standard share design.,00:00:00,00-Jan-1900
alert154470,txn10054470,suspicious_login,15-07-2025,TRUE,17-07-2025 22:34,Picture ten here wrong approach arrive.,22:34:43,17-Jul-2025
alert195375,txn10095375,unusual_time,04-08-2025,TRUE,06-08-2025 08:06,Suggest teacher of ask.,08:06:42,06-Aug-2025
alert187321,txn10087321,suspicious_login,25-05-2025,TRUE,27-05-2025 15:11,Feeling these how four represent.,15:11:09,27-May-2025
alert156723,txn10056723,unusual_time,05-08-2025,TRUE,06-08-2025 04:55,Avoid throw water around address.,04:55:04,06-Aug-2025
alert112997,txn10012997,frequent_failure,06-08-2025,TRUE,06-08-2025 08:06,Social recently side allow off when.,08:06:42,06-Aug-2025
alert164626,txn10064626,frequent_failure,24-06-2024,TRUE,25-06-2024 03:45,Seek event position dog.,03:45:57,25-Jun-2024
alert150196,txn10050196,suspicious_login,02-09-2023,TRUE,03-09-2023 17:07,Find successful fast easy.,17:07:33,03-Sep-2023
alert156000,txn10056000,frequent_failure,06-03-2025,TRUE,06-03-2025 08:28,Sport situation fast year media occur thing.,08:28:06,06-Mar-2025
alert152860,txn10052860,unusual_amount,10-12-2024,TRUE,10-12-2024 23:22,Painting difficult start unit half defense return.,23:22:24,10-Dec-2024
alert124857,txn10024857,unusual_amount,13-07-2025,TRUE,16-07-2025 01:11,Husband vote statement even create ahead.,01:11:08,16-Jul-2025
alert113594,txn10013594,unusual_time,02-01-2024,TRUE,03-01-2024 10:17,Place high direction significant.,10:17:15,03-Jan-2024
alert140554,txn10040554,unusual_amount,07-07-2025,TRUE,10-07-2025 04:53,Reduce several local participant court wonder account often.,04:53:32,10-Jul-2025
alert117043,txn10017043,suspicious_login,18-07-2025,TRUE,20-07-2025 15:28,Choose young keep develop know treat.,15:28:53,20-Jul-2025
alert173687,txn10073687,suspicious_login,21-09-2023,FALSE,,Benefit analysis agency necessary.,00:00:00,00-Jan-1900
alert147155,txn10047155,unusual_amount,28-04-2024,TRUE,28-04-2024 13:21,Despite stuff type stop where kid country class.,13:21:52,28-Apr-2024
alert174505,txn10074505,suspicious_login,26-06-2025,TRUE,27-06-2025 03:10,Impact find hour single similar feeling happen.,03:10:38,27-Jun-2025
alert109035,txn10009035,unusual_amount,30-06-2024,TRUE,03-07-2024 04:55,Church picture party full prevent building.,04:55:09,03-Jul-2024
alert139937,txn10039937,suspicious_login,08-06-2025,TRUE,08-06-2025 15:34,Other sea none note writer.,15:34:11,08-Jun-2025
alert146579,txn10046579,frequent_failure,12-07-2025,TRUE,12-07-2025 20:18,Smile only change maintain skill next throw.,20:18:46,12-Jul-2025
alert137012,txn10037012,frequent_failure,08-06-2025,FALSE,,Many ok despite church might executive do.,00:00:00,00-Jan-1900
alert148970,txn10048970,unusual_amount,27-07-2025,FALSE,,Keep writer performance customer discuss.,00:00:00,00-Jan-1900
alert192789,txn10092789,frequent_failure,18-07-2025,TRUE,19-07-2025 02:34,Indicate head lawyer deep offer structure speech.,02:34:05,19-Jul-2025
alert103329,txn10003329,unusual_time,02-08-2023,TRUE,03-08-2023 08:46,North necessary job meeting paper.,08:46:27,03-Aug-2023
alert139888,txn10039888,unusual_amount,08-06-2025,TRUE,09-06-2025 10:33,Carry student study young structure.,10:33:06,09-Jun-2025
alert166688,txn10066688,unusual_amount,19-07-2025,TRUE,21-07-2025 10:38,Key painting cultural work shoulder market.,10:38:04,21-Jul-2025
alert178467,txn10078467,frequent_failure,21-12-2023,TRUE,22-12-2023 16:45,Front activity talk every PM.,16:45:33,22-Dec-2023
alert189365,txn10089365,frequent_failure,02-08-2025,TRUE,04-08-2025 07:43,Reach everybody final provide dinner until.,07:43:14,04-Aug-2025
alert184480,txn10084480,unusual_time,25-03-2023,TRUE,26-03-2023 18:43,Help guy determine far need.,18:43:54,26-Mar-2023
alert109308,txn10009308,suspicious_login,17-07-2025,TRUE,18-07-2025 21:23,Kid green anyone raise deal ago.,21:23:31,18-Jul-2025
alert132074,txn10032074,unusual_time,01-09-2024,TRUE,02-09-2024 20:12,At television cup state trip gas.,20:12:27,02-Sep-2024
alert101950,txn10001950,unusual_amount,01-03-2025,TRUE,02-03-2025 07:31,Risk traditional attorney expect example probably community.,07:31:29,02-Mar-2025
alert173374,txn10073374,frequent_failure,07-04-2025,TRUE,09-04-2025 04:07,Still keep kid trip while keep.,04:07:17,09-Apr-2025
alert140006,txn10040006,unusual_amount,30-06-2025,FALSE,,May media audience lawyer face land brother.,00:00:00,00-Jan-1900
alert103132,txn10003132,suspicious_login,02-08-2025,FALSE,,Environmental decade popular message remain good.,00:00:00,00-Jan-1900
alert146863,txn10046863,suspicious_login,29-03-2025,TRUE,30-03-2025 21:39,Concern choose leg over wife cold national.,21:39:40,30-Mar-2025
alert166130,txn10066130,unusual_time,22-06-2025,TRUE,23-06-2025 17:19,Reflect present them conference.,17:19:34,23-Jun-2025
alert117663,txn10017663,suspicious_login,16-07-2025,TRUE,19-07-2025 06:11,Or base community bit.,06:11:17,19-Jul-2025
alert153147,txn10053147,suspicious_login,13-07-2025,TRUE,14-07-2025 09:35,Know fly southern draw include.,09:35:19,14-Jul-2025
alert187679,txn10087679,suspicious_login,27-04-2025,TRUE,27-04-2025 22:15,Call under step memory dream itself.,22:15:15,27-Apr-2025
alert103568,txn10003568,unusual_amount,11-06-2025,FALSE,,Threat scientist actually lawyer.,00:00:00,00-Jan-1900
alert114420,txn10014420,unusual_time,14-05-2025,TRUE,15-05-2025 16:09,That within south authority understand trip recent.,16:09:16,15-May-2025
alert102474,txn10002474,suspicious_login,05-03-2025,TRUE,06-03-2025 10:26,Per ago step.,10:26:31,06-Mar-2025
alert146016,txn10046016,suspicious_login,18-07-2025,TRUE,20-07-2025 05:25,To loss painting PM my lay spring gun.,05:25:50,20-Jul-2025
alert113604,txn10013604,unusual_amount,06-03-2025,TRUE,07-03-2025 08:09,Pm trouble what less whether.,08:09:39,07-Mar-2025
alert191354,txn10091354,unusual_time,10-12-2024,TRUE,11-12-2024 21:31,Enjoy standard go fish name trip hold even.,21:31:12,11-Dec-2024
alert110985,txn10010985,unusual_time,25-07-2025,TRUE,27-07-2025 06:50,Response card realize with rest.,06:50:24,27-Jul-2025
alert143325,txn10043325,unusual_time,28-06-2025,TRUE,29-06-2025 13:53,Indicate enjoy house administration.,13:53:44,29-Jun-2025
alert118554,txn10018554,unusual_amount,11-02-2025,TRUE,12-02-2025 18:35,Move material once method race away value.,18:35:05,12-Feb-2025
alert171628,txn10071628,unusual_time,22-08-2024,TRUE,22-08-2024 17:39,Feel experience live at.,17:39:59,22-Aug-2024
alert117776,txn10017776,frequent_failure,18-07-2025,TRUE,20-07-2025 10:29,These cost number participant.,10:29:27,20-Jul-2025
alert195010,txn10095010,suspicious_login,16-07-2025,TRUE,18-07-2025 00:38,Down detail enter no.,00:38:12,18-Jul-2025
alert150730,txn10050730,suspicious_login,31-07-2025,TRUE,01-08-2025 18:29,If two no.,18:29:54,01-Aug-2025
alert138424,txn10038424,frequent_failure,04-05-2025,TRUE,06-05-2025 22:51,Stay score million third.,22:51:35,06-May-2025
alert165467,txn10065467,frequent_failure,24-10-2024,TRUE,25-10-2024 00:42,Turn grow worry low.,00:42:40,25-Oct-2024
alert103426,txn10003426,unusual_time,19-05-2025,FALSE,,Place admit study price get at.,00:00:00,00-Jan-1900
alert159097,txn10059097,unusual_time,31-07-2025,TRUE,02-08-2025 06:43,Present husband see manager little rest always.,06:43:36,02-Aug-2025
alert152363,txn10052363,unusual_time,06-08-2025,TRUE,06-08-2025 08:06,At once trial air walk military.,08:06:42,06-Aug-2025
alert143348,txn10043348,suspicious_login,07-07-2025,TRUE,09-07-2025 01:11,Whatever college low tonight maintain.,01:11:22,09-Jul-2025
alert101616,txn10001616,unusual_amount,13-04-2025,TRUE,13-04-2025 21:57,Wrong some partner central name business under.,21:57:46,13-Apr-2025
alert114676,txn10014676,frequent_failure,07-02-2025,TRUE,07-02-2025 21:51,Statement our add always foreign direction.,21:51:40,07-Feb-2025
alert106126,txn10006126,suspicious_login,19-04-2025,TRUE,21-04-2025 22:57,Entire ever election least since mean region.,22:57:15,21-Apr-2025
alert111907,txn10011907,unusual_time,07-06-2025,TRUE,09-06-2025 17:25,Kid economic according hundred check.,17:25:46,09-Jun-2025
alert150390,txn10050390,unusual_time,30-11-2024,TRUE,01-12-2024 02:32,Plant else doctor human office blood nation performance.,02:32:12,01-Dec-2024
alert158484,txn10058484,frequent_failure,10-06-2025,TRUE,11-06-2025 14:00,Detail live interesting purpose maybe safe fill.,14:00:37,11-Jun-2025
alert148986,txn10048986,frequent_failure,03-05-2025,TRUE,05-05-2025 23:11,Worker red same according mention too.,23:11:14,05-May-2025
alert120560,txn10020560,unusual_amount,18-08-2024,TRUE,18-08-2024 20:09,Single between put but from daughter growth.,20:09:22,18-Aug-2024
alert176155,txn10076155,frequent_failure,28-10-2024,TRUE,29-10-2024 06:16,Third everybody well anything although.,06:16:44,29-Oct-2024
alert171111,txn10071111,unusual_time,23-06-2025,TRUE,24-06-2025 10:17,Than how property PM school a.,10:17:54,24-Jun-2025
alert106246,txn10006246,unusual_time,04-12-2023,TRUE,06-12-2023 07:56,Expect as certainly war step.,07:56:44,06-Dec-2023
alert192396,txn10092396,unusual_time,18-04-2025,FALSE,,Guy research amount interview education grow.,00:00:00,00-Jan-1900
alert178563,txn10078563,frequent_failure,18-05-2025,TRUE,19-05-2025 15:19,Hard amount bring wait.,15:19:38,19-May-2025
alert112021,txn10012021,frequent_failure,19-02-2025,FALSE,,Middle blood third international.,00:00:00,00-Jan-1900
alert133617,txn10033617,frequent_failure,04-02-2025,FALSE,,Agent product pick gas else east.,00:00:00,00-Jan-1900
alert194392,txn10094392,unusual_time,30-07-2025,TRUE,02-08-2025 02:54,Summer lay campaign staff bring also kitchen.,02:54:43,02-Aug-2025
alert179238,txn10079238,unusual_time,15-02-2024,TRUE,17-02-2024 02:35,Investment continue while source on.,02:35:24,17-Feb-2024
alert104604,txn10004604,unusual_amount,30-07-2025,TRUE,31-07-2025 17:53,Oil off issue hair apply strategy everyone.,17:53:01,31-Jul-2025
alert106159,txn10006159,unusual_time,29-08-2024,TRUE,01-09-2024 03:58,Amount court she game else.,03:58:40,01-Sep-2024
alert112470,txn10012470,suspicious_login,26-06-2025,TRUE,27-06-2025 03:31,Security drug box administration small.,03:31:32,27-Jun-2025
alert121389,txn10021389,unusual_amount,15-11-2024,TRUE,16-11-2024 12:02,Lead forget bar parent.,12:02:21,16-Nov-2024
alert129648,txn10029648,unusual_amount,31-12-2023,TRUE,01-01-2024 23:14,Much special example present.,23:14:59,01-Jan-2024
