feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,Resolved_bool,satisfaction_bool
fdbk101651,cust108394,03-04-2025,Bad avoid town exist security daughter month police husband.,3,transaction,TRUE,1,2
fdbk101652,cust102480,05-07-2022,Sing responsibility TV picture teach play action easy the purpose.,4,transaction,TRUE,1,2
fdbk101653,cust103711,13-08-2022,Trip speak Mr foreign successful.,1,transaction,TRUE,1,2
fdbk101654,cust102677,20-04-2025,Day growth particular including human.,1,fraud,TRUE,1,1
fdbk101655,cust101324,28-11-2023,Half road key marriage subject.,5,app_usability,TRUE,1,3
fdbk101656,cust100772,05-11-2024,Major country pretty management way dream.,1,other,TRUE,1,4
fdbk101657,cust105664,29-09-2023,Soon bit adult accept serve project.,4,transaction,TRUE,1,2
fdbk101658,cust108999,13-08-2021,Case plant away plant family.,4,app_usability,TRUE,1,3
fdbk101659,cust109422,31-08-2024,Low draw lay bill keep best yard resource.,5,transaction,TRUE,1,2
fdbk101660,cust108429,26-01-2025,Three everybody day identify center Mrs mission tell care beat particularly.,4,other,FALSE,0,4
fdbk101661,cust104088,01-04-2023,Service decide star point behavior.,3,transaction,TRUE,1,2
fdbk101662,cust107962,19-01-2025,Cost deal lawyer peace much early it tree like.,5,fraud,TRUE,1,1
fdbk101663,cust104129,09-09-2021,Cultural recent increase after long.,3,transaction,TRUE,1,2
fdbk101664,cust105904,26-09-2024,Yeah few exactly throughout head red response.,2,transaction,TRUE,1,2
fdbk101665,cust104681,06-05-2025,Agency despite resource under after meet.,5,other,FALSE,0,4
fdbk101666,cust100215,22-03-2024,Girl tough item general fine entire network out.,3,transaction,TRUE,1,2
fdbk101667,cust108757,28-08-2024,Situation measure central relationship inside choose opportunity ten.,5,app_usability,TRUE,1,3
fdbk101668,cust106668,09-05-2025,Stuff yet campaign statement yeah inside own energy while well.,4,fraud,TRUE,1,1
fdbk101669,cust104253,05-06-2022,Share determine west me police Mr listen.,4,transaction,TRUE,1,2
fdbk101670,cust103223,19-09-2023,Executive class loss group kid protect benefit.,5,app_usability,TRUE,1,3
fdbk101671,cust101259,23-02-2025,Audience next what bar democratic minute important.,5,app_usability,TRUE,1,3
fdbk101672,cust107414,07-08-2024,Sign when model road crime well late other.,3,fraud,TRUE,1,1
fdbk101673,cust105792,22-10-2024,Factor start me east network attack information customer.,4,other,TRUE,1,4
fdbk101674,cust109932,28-06-2023,Speech some thousand account message tax term simple defense.,5,transaction,TRUE,1,2
fdbk101675,cust103211,01-04-2025,Cold yourself hit consumer manager area guy way capital avoid.,3,transaction,TRUE,1,2
fdbk101676,cust105665,14-07-2023,History run ball these how section hard edge exist.,5,other,TRUE,1,4
fdbk101677,cust107094,01-03-2024,Game member camera sister writer key attack agency management organization party.,3,transaction,TRUE,1,2
fdbk101678,cust109902,01-05-2022,Between free by form commercial building.,4,app_usability,FALSE,0,3
fdbk101679,cust103977,22-02-2024,Church specific reveal the activity environment fast.,1,transaction,TRUE,1,2
fdbk101680,cust100147,26-10-2023,Maybe serve keep fill special.,3,other,TRUE,1,4
fdbk101681,cust109627,18-07-2025,Meet show reality official begin common worker drop or.,2,fraud,TRUE,1,1
fdbk101682,cust104454,28-04-2025,Test sit personal assume his yeah since.,4,fraud,TRUE,1,1
fdbk101683,cust105969,15-09-2024,A evening culture support manager manage.,3,app_usability,TRUE,1,3
fdbk101684,cust106012,13-07-2022,Go might whose whom child approach call by listen.,1,transaction,TRUE,1,2
fdbk101685,cust102615,02-10-2021,Law water box out name onto receive reality each.,4,transaction,TRUE,1,2
fdbk101686,cust105246,16-02-2022,Five the agent win however above military both air.,5,app_usability,TRUE,1,3
fdbk101687,cust103700,22-10-2022,Anyone sea end various sell send particularly cost.,5,fraud,TRUE,1,1
fdbk101688,cust107426,15-03-2023,Under there officer still rate.,5,transaction,TRUE,1,2
fdbk101689,cust109608,03-04-2023,Consider happen bring shoulder power possible heart stay political him.,5,app_usability,TRUE,1,3
fdbk101690,cust102379,24-06-2023,Short not impact drug can house simply look must.,5,transaction,TRUE,1,2
fdbk101691,cust105413,26-10-2024,Research young improve could share visit.,3,transaction,TRUE,1,2
fdbk101692,cust103440,03-01-2025,Skin prepare again rock.,4,transaction,TRUE,1,2
fdbk101693,cust109095,24-02-2025,Old learn lose professor smile person my test.,3,transaction,TRUE,1,2
fdbk101694,cust100690,08-03-2025,Oil truth inside draw start street young management.,5,app_usability,TRUE,1,3
fdbk101695,cust103768,18-06-2025,Collection task pass kid those join.,3,transaction,TRUE,1,2
fdbk101696,cust108807,02-07-2022,Minute because PM sea four voice style source society.,4,fraud,TRUE,1,1
fdbk101697,cust107883,18-01-2025,Dog court plant security guy blue.,5,app_usability,TRUE,1,3
fdbk101698,cust102813,06-09-2021,Morning cup address hold gas event Mrs.,4,transaction,TRUE,1,2
fdbk101699,cust106423,12-01-2025,When important customer look term agent town resource.,5,transaction,TRUE,1,2
fdbk101700,cust108801,15-10-2024,Common analysis expert sing write standard.,1,other,TRUE,1,4
fdbk101701,cust103256,24-09-2024,Enter magazine second voice.,4,fraud,TRUE,1,1
fdbk101702,cust100173,08-02-2021,Thought condition throughout north send.,5,app_usability,TRUE,1,3
fdbk101703,cust105188,31-05-2025,Improve shoulder yourself anyone close keep then.,4,app_usability,TRUE,1,3
fdbk101704,cust107337,02-04-2025,Look room happen agree impact cover represent.,4,transaction,TRUE,1,2
fdbk101705,cust107245,19-07-2023,We place lose maybe difference structure method charge provide save.,4,fraud,TRUE,1,1
fdbk101706,cust102981,15-07-2025,Seek seat open hair fine.,5,transaction,TRUE,1,2
fdbk101707,cust108777,27-07-2025,Attention friend forward grow paper hope score girl.,3,app_usability,FALSE,0,3
fdbk101708,cust100499,05-11-2022,Everything former political suggest strategy between region society two.,3,transaction,TRUE,1,2
fdbk101709,cust102106,25-09-2024,Throughout tonight control land power top available law.,3,other,TRUE,1,4
fdbk101710,cust108574,19-06-2025,Later project add music line exactly agree conference debate.,5,other,TRUE,1,4
fdbk101711,cust103162,04-07-2025,Clear something beat a hot personal medical simply six.,2,app_usability,TRUE,1,3
fdbk101712,cust107998,31-03-2025,Threat finally discuss easy serious ground attack street hotel.,3,transaction,TRUE,1,2
fdbk101713,cust104831,16-07-2025,Often give suffer represent hospital.,3,transaction,TRUE,1,2
fdbk101714,cust108116,15-02-2024,Event understand stage mean anything somebody not fall hard.,4,transaction,TRUE,1,2
fdbk101715,cust104954,18-07-2023,Show morning everybody final computer gun stop always through agree.,4,other,TRUE,1,4
fdbk101716,cust105386,18-03-2025,Benefit against exist value central several everything long future tonight.,2,transaction,TRUE,1,2
fdbk101717,cust103422,08-06-2025,Crime baby scene response.,2,app_usability,TRUE,1,3
fdbk101718,cust109569,01-08-2025,Consumer growth dog language.,3,app_usability,TRUE,1,3
fdbk101719,cust104651,04-12-2023,Quite religious own draw decide.,5,transaction,TRUE,1,2
fdbk101720,cust105427,15-11-2024,Who significant drug piece outside million tend its prevent open.,4,transaction,TRUE,1,2
fdbk101721,cust102940,14-05-2023,Affect myself would affect boy my to.,3,other,TRUE,1,4
fdbk101722,cust106619,16-06-2025,Although fight room catch necessary situation doctor prepare edge call run.,1,other,FALSE,0,4
fdbk101723,cust103854,20-04-2023,Child strategy system drop identify part interesting.,4,other,TRUE,1,4
fdbk101724,cust102932,04-01-2025,Relationship be discussion city station shoulder.,5,app_usability,TRUE,1,3
fdbk101725,cust108531,03-07-2025,Significant too these available one investment town challenge.,5,transaction,TRUE,1,2
fdbk101726,cust102643,19-02-2025,My social involve month never study color ok structure seven.,4,other,TRUE,1,4
fdbk101727,cust106700,29-01-2024,Though eight find exactly.,5,transaction,TRUE,1,2
fdbk101728,cust106066,06-07-2025,Suddenly animal ball artist your teacher young interview how.,3,other,TRUE,1,4
fdbk101729,cust103913,10-06-2022,Project question whose six phone song.,4,fraud,TRUE,1,1
fdbk101730,cust105498,11-05-2022,Away program high though leg others direction.,3,transaction,FALSE,0,2
fdbk101731,cust102790,10-04-2025,Product evidence trial keep she officer.,5,app_usability,FALSE,0,3
fdbk101732,cust101597,26-03-2025,Management lawyer training reduce long yet.,2,transaction,FALSE,0,2
fdbk101733,cust108465,08-05-2025,Congress study official stuff sometimes bit reality when prepare my.,3,transaction,TRUE,1,2
fdbk101734,cust106660,05-07-2024,Force often magazine former out method.,5,other,TRUE,1,4
fdbk101735,cust108843,27-11-2024,Choose seat economy employee open statement argue case degree yet.,5,transaction,TRUE,1,2
fdbk101736,cust101543,18-12-2024,House strategy above four kitchen the education evening force science.,5,transaction,TRUE,1,2
fdbk101737,cust106773,25-01-2023,Someone part five manage commercial just role in.,3,transaction,TRUE,1,2
fdbk101738,cust103121,18-08-2023,Focus right protect up begin point officer article.,5,transaction,TRUE,1,2
fdbk101739,cust109384,02-02-2025,Then hot sign eat listen from time since six.,2,transaction,TRUE,1,2
fdbk101740,cust103324,20-11-2023,Enjoy series education way person know.,4,fraud,TRUE,1,1
fdbk101741,cust108033,12-04-2025,Hit dog little toward political red pattern large spring under car.,2,transaction,TRUE,1,2
fdbk101742,cust108685,26-08-2024,Economy actually best song thank both stage I.,4,transaction,TRUE,1,2
fdbk101743,cust104326,15-10-2023,Room people these food hear able explain.,3,fraud,FALSE,0,1
fdbk101744,cust100341,25-03-2024,School I across herself find.,3,other,TRUE,1,4
fdbk101745,cust108942,05-05-2025,Understand seat responsibility human some character fire.,2,transaction,TRUE,1,2
fdbk101746,cust107323,04-12-2023,Whom money issue thought we figure soon.,5,app_usability,FALSE,0,3
fdbk101747,cust100925,15-01-2025,Never experience himself song nature white space.,3,transaction,FALSE,0,2
fdbk101748,cust108797,30-03-2025,Room argue magazine wait anything ball everybody power.,5,app_usability,TRUE,1,3
fdbk101749,cust106216,02-05-2025,Think fly then eye above daughter position strategy up seat sea.,2,transaction,FALSE,0,2
fdbk101750,cust106021,28-07-2024,Again walk do here move money.,4,other,TRUE,1,4
fdbk101751,cust104874,28-01-2024,Indeed likely important letter system effort.,4,transaction,TRUE,1,2
fdbk101752,cust107012,20-09-2022,Cost certain life see fast good enjoy during sign.,1,other,TRUE,1,4
fdbk101753,cust100020,20-04-2023,Work indeed network care never fact stand Mrs certain.,4,fraud,TRUE,1,1
fdbk101754,cust103611,26-10-2024,Include artist act leg more prove because perhaps also but.,4,transaction,TRUE,1,2
fdbk101755,cust107992,28-06-2025,Leg without car six.,2,app_usability,TRUE,1,3
fdbk101756,cust100238,25-05-2025,Sea call term country step.,5,transaction,TRUE,1,2
fdbk101757,cust102255,06-03-2024,Generation it morning represent moment adult security.,5,transaction,TRUE,1,2
fdbk101758,cust104658,01-05-2024,Network either address realize Congress value around former will area source.,4,transaction,TRUE,1,2
fdbk101759,cust100149,11-12-2023,Understand billion over institution leader forget matter.,4,other,TRUE,1,4
fdbk101760,cust100864,16-01-2025,Thank minute born tend policy born sure most order door.,5,other,TRUE,1,4
fdbk101761,cust106412,28-04-2025,Though themselves kid hot add present pay left thing goal.,5,transaction,TRUE,1,2
fdbk101762,cust108055,04-04-2025,Office wrong character note room agency official evening.,5,transaction,TRUE,1,2
fdbk101763,cust100179,06-11-2021,Company difficult beat certain probably color instead style five.,4,fraud,TRUE,1,1
fdbk101764,cust106541,16-03-2024,New daughter growth identify shake.,5,transaction,TRUE,1,2
fdbk101765,cust105132,02-07-2024,Kitchen writer hear leave he sit.,5,transaction,TRUE,1,2
fdbk101766,cust108224,12-04-2024,Rise I of morning use always little second.,2,transaction,TRUE,1,2
fdbk101767,cust108953,24-06-2024,Themselves rich view price owner reach player foreign employee.,5,other,TRUE,1,4
fdbk101768,cust101860,23-05-2025,Hour plant participant professional can majority provide hour but measure.,3,other,FALSE,0,4
fdbk101769,cust104445,03-03-2025,Imagine mind five hit school price TV safe yes.,1,app_usability,TRUE,1,3
fdbk101770,cust101783,13-10-2023,Region lose reflect upon security bad take size century pretty.,4,fraud,TRUE,1,1
fdbk101771,cust106717,12-03-2024,Reflect discussion if possible little around begin market guy.,1,fraud,TRUE,1,1
fdbk101772,cust106808,11-04-2025,Front nice police throughout painting over.,4,app_usability,TRUE,1,3
fdbk101773,cust109725,17-04-2024,Either picture administration stop couple yeah than reason.,3,transaction,TRUE,1,2
fdbk101774,cust101565,25-07-2025,Everything summer loss list half five.,4,fraud,TRUE,1,1
fdbk101775,cust107043,29-08-2024,Own contain now plant suggest region bill thought keep.,4,transaction,TRUE,1,2
fdbk101776,cust103993,30-04-2023,Father race beautiful food step just staff second Mrs.,5,fraud,TRUE,1,1
fdbk101777,cust106831,24-02-2025,Paper trip which outside song little customer.,4,transaction,TRUE,1,2
fdbk101778,cust105215,15-09-2024,Plant specific none wife class expect grow admit animal sing.,4,transaction,TRUE,1,2
fdbk101779,cust101387,11-01-2025,Week deep bit condition skin.,5,fraud,TRUE,1,1
fdbk101780,cust108012,07-02-2025,Fast machine school song radio recently party.,4,transaction,TRUE,1,2
fdbk101781,cust103121,31-05-2025,We both hair network fast speech property stay forward rather.,5,transaction,TRUE,1,2
fdbk101782,cust101176,06-09-2024,Difference third result full check rock degree apply better.,3,app_usability,TRUE,1,3
fdbk101783,cust101938,25-04-2023,Stand never entire natural forward.,3,transaction,TRUE,1,2
fdbk101784,cust109391,19-02-2023,Kid article visit gun prepare TV production Republican.,1,transaction,TRUE,1,2
fdbk101785,cust105936,16-03-2024,Particularly certainly nor individual risk threat chair.,4,transaction,FALSE,0,2
fdbk101786,cust100341,16-06-2023,Weight set upon trade himself interview hold eye.,5,transaction,TRUE,1,2
fdbk101787,cust102435,06-05-2023,Position term trade report scientist officer wall say.,4,fraud,TRUE,1,1
fdbk101788,cust109354,22-07-2025,Skin she a use fine though society.,5,transaction,FALSE,0,2
fdbk101789,cust104827,10-12-2023,Turn actually example mouth beautiful reflect.,2,transaction,TRUE,1,2
fdbk101790,cust106083,08-08-2023,Partner full Republican unit the factor suggest really include.,2,other,TRUE,1,4
fdbk101791,cust109915,22-06-2024,Each might decide himself where or gas ask.,5,transaction,TRUE,1,2
fdbk101792,cust108960,03-08-2025,Order visit past catch such.,4,other,FALSE,0,4
fdbk101793,cust102973,27-08-2023,Form break follow new.,2,other,TRUE,1,4
fdbk101794,cust100603,24-03-2025,Dinner forward life throughout case.,3,other,TRUE,1,4
fdbk101795,cust104903,10-05-2025,News situation about level wish small.,5,other,TRUE,1,4
fdbk101796,cust101071,24-06-2025,Visit single discover story boy draw any already commercial.,4,transaction,TRUE,1,2
fdbk101797,cust102045,31-05-2025,Popular real try as without.,5,app_usability,TRUE,1,3
fdbk101798,cust100351,02-04-2023,Middle while already third management apply most worry note.,5,other,TRUE,1,4
fdbk101799,cust104838,10-04-2021,Enjoy property population particular identify rule tell.,3,transaction,TRUE,1,2
fdbk101800,cust103697,04-08-2025,Market raise entire father impact certain memory quite can she.,3,other,TRUE,1,4
fdbk101801,cust107847,01-09-2024,Plan one wonder happen find simple senior lose president.,3,transaction,TRUE,1,2
fdbk101802,cust106480,05-11-2021,Low rock yard between guy wait early performance over.,1,app_usability,TRUE,1,3
fdbk101803,cust105115,11-08-2024,Item event dark traditional yourself top people talk yard language.,3,fraud,TRUE,1,1
fdbk101804,cust109284,25-06-2025,According ahead as a chair change today boy glass rich.,4,app_usability,TRUE,1,3
fdbk101805,cust104077,25-04-2024,End tough total better indeed.,1,transaction,TRUE,1,2
fdbk101806,cust106289,12-04-2025,Important serious add former bag.,4,transaction,FALSE,0,2
fdbk101807,cust102556,30-01-2025,Good wife enough way speech defense first risk well.,1,transaction,TRUE,1,2
fdbk101808,cust107366,10-07-2025,War reason tend edge seem.,4,transaction,TRUE,1,2
fdbk101809,cust106435,01-03-2021,Call create mind organization say concern page left.,5,transaction,TRUE,1,2
fdbk101810,cust109727,24-12-2024,Cover drive offer third tend.,4,transaction,FALSE,0,2
fdbk101811,cust104588,22-10-2022,Part Mrs process administration at wall likely interest budget note.,5,transaction,FALSE,0,2
fdbk101812,cust101979,05-08-2025,Run edge family include spring music moment assume find near.,5,app_usability,TRUE,1,3
fdbk101813,cust106338,21-06-2023,Green soldier between new season none evening.,3,app_usability,TRUE,1,3
fdbk101814,cust106659,24-10-2024,Opportunity president before certainly shake light.,4,transaction,TRUE,1,2
fdbk101815,cust101667,22-10-2024,Into chair couple agree chair finish explain light impact.,5,transaction,TRUE,1,2
fdbk101816,cust109219,05-08-2025,Mention eat cover your situation garden instead safe run theory.,4,transaction,TRUE,1,2
fdbk101817,cust100801,03-08-2025,Up deep direction special between possible language.,3,transaction,FALSE,0,2
fdbk101818,cust105175,03-06-2024,Listen sister about yard within near investment.,4,other,TRUE,1,4
fdbk101819,cust106382,03-12-2024,Challenge boy stay oil add sound most.,5,app_usability,TRUE,1,3
fdbk101820,cust107590,13-04-2025,Evening never indeed act concern important despite food whether.,1,other,TRUE,1,4
fdbk101821,cust109946,12-12-2024,Tell seek another remember ability why single.,3,transaction,TRUE,1,2
fdbk101822,cust101499,05-05-2025,Artist government change particular lay natural property finish add be.,5,transaction,TRUE,1,2
fdbk101823,cust103718,24-12-2023,Dark television maybe project school language.,4,transaction,TRUE,1,2
fdbk101824,cust104896,18-11-2022,Bank practice difference eat talk candidate under.,5,app_usability,TRUE,1,3
fdbk101825,cust105070,04-11-2024,Meet especially begin investment meet stay across.,5,other,TRUE,1,4
fdbk101826,cust103681,12-03-2025,President yard recently leader decide training this expect marriage.,3,other,TRUE,1,4
fdbk101827,cust103513,07-12-2024,Subject return trouble vote seat form.,5,other,TRUE,1,4
fdbk101828,cust101150,28-03-2023,Deal former back truth middle management game thank man memory.,3,app_usability,TRUE,1,3
fdbk101829,cust107901,20-09-2023,Network defense moment until music large understand speak effort kid.,5,app_usability,TRUE,1,3
fdbk101830,cust107212,18-12-2023,Ok available professor pretty.,3,fraud,TRUE,1,1
fdbk101831,cust107108,22-03-2023,Left strategy medical certain certain plant reach key state.,5,transaction,TRUE,1,2
fdbk101832,cust100606,15-05-2024,Throw look glass mission beat foreign federal worry modern.,4,transaction,TRUE,1,2
fdbk101833,cust102540,25-06-2023,Read several join ok unit particularly book whose view.,4,transaction,TRUE,1,2
fdbk101834,cust101443,22-04-2025,Middle change when head end low.,5,other,TRUE,1,4
fdbk101835,cust102127,18-04-2025,Item note toward former you military per member large hand.,2,app_usability,TRUE,1,3
fdbk101836,cust105998,01-07-2022,Morning center himself become she prepare hope subject political.,2,app_usability,TRUE,1,3
fdbk101837,cust106294,22-12-2024,Change mind far well magazine entire build call perhaps read.,2,app_usability,FALSE,0,3
fdbk101838,cust104751,10-06-2024,Fill bill specific maybe.,4,fraud,TRUE,1,1
fdbk101839,cust105126,07-02-2024,Decade blood specific station no remember describe same design.,3,app_usability,TRUE,1,3
fdbk101840,cust105825,08-05-2025,Ground parent reality happen walk commercial name gun.,3,app_usability,TRUE,1,3
fdbk101841,cust104420,01-08-2025,Computer usually may kitchen agency series throughout end group born reduce.,5,transaction,TRUE,1,2
fdbk101842,cust100317,14-10-2022,Three speak detail card myself will probably door.,1,transaction,TRUE,1,2
fdbk101843,cust102210,02-08-2025,Win hundred speak behavior maintain affect.,1,fraud,TRUE,1,1
fdbk101844,cust106662,13-10-2022,Floor arrive number white civil bank walk artist happy end.,2,app_usability,TRUE,1,3
fdbk101845,cust107127,28-02-2024,Store although cost win early ok figure respond hour impact.,5,transaction,TRUE,1,2
fdbk101846,cust104965,19-02-2025,Likely deep if continue case court drive remember.,4,transaction,TRUE,1,2
fdbk101847,cust103191,21-07-2025,Deep reflect page chair anyone writer.,3,transaction,TRUE,1,2
fdbk101848,cust100357,23-11-2024,Group walk machine test up most professor.,5,other,TRUE,1,4
fdbk101849,cust108995,17-09-2023,Soon maintain age soldier state garden maintain chance whose buy.,4,transaction,TRUE,1,2
fdbk101850,cust101638,27-05-2025,Avoid society relationship keep strategy.,1,other,TRUE,1,4
fdbk101851,cust105651,27-01-2025,Voice wind tend happen account although term less key current.,3,transaction,TRUE,1,2
fdbk101852,cust107555,03-09-2024,Success life record close situation cover senior difficult situation ago.,3,app_usability,TRUE,1,3
fdbk101853,cust103885,17-04-2024,Six with article continue beautiful board statement meeting lose.,5,transaction,FALSE,0,2
fdbk101854,cust108912,08-05-2025,Create apply pick response three all.,2,transaction,TRUE,1,2
fdbk101855,cust100522,17-09-2024,Any coach summer require plant ok with whatever.,5,app_usability,TRUE,1,3
fdbk101856,cust102522,28-12-2024,Meeting well matter method pass throughout west lose property growth.,5,transaction,TRUE,1,2
fdbk101857,cust100140,04-07-2023,Pick star range most.,2,transaction,TRUE,1,2
fdbk101858,cust104775,14-05-2023,Present attack treatment middle organization for message.,4,app_usability,TRUE,1,3
fdbk101859,cust108829,30-07-2025,Break group back in perform personal visit war nice own.,4,other,FALSE,0,4
fdbk101860,cust103505,14-02-2025,Local coach dinner up program.,1,transaction,TRUE,1,2
fdbk101861,cust106588,12-07-2024,Wind suggest paper agency.,4,transaction,TRUE,1,2
fdbk101862,cust102898,28-05-2023,Well point main far way evening available family manage.,5,fraud,TRUE,1,1
fdbk101863,cust101202,12-03-2023,Within notice loss successful drive poor especially expect tree stage.,3,transaction,TRUE,1,2
fdbk101864,cust105331,12-11-2020,Room understand such watch all up increase find firm.,4,other,TRUE,1,4
fdbk101865,cust109160,04-04-2025,Local grow Mrs notice technology risk sort attack.,3,fraud,TRUE,1,1
fdbk101866,cust108366,31-07-2025,Police receive with reveal degree rich leader less.,5,fraud,FALSE,0,1
fdbk101867,cust104006,26-05-2024,Nothing bit baby final.,2,fraud,TRUE,1,1
fdbk101868,cust101456,13-06-2025,Serious people question well bar either.,3,transaction,FALSE,0,2
fdbk101869,cust105712,09-01-2024,Somebody might short today human only religious listen.,2,transaction,TRUE,1,2
fdbk101870,cust107791,17-07-2025,North mean message always identify.,1,transaction,TRUE,1,2
fdbk101871,cust103558,17-06-2025,Conference manager knowledge with few camera thousand know.,4,transaction,TRUE,1,2
fdbk101872,cust103734,25-06-2023,Watch court dinner eight again those off society.,4,fraud,TRUE,1,1
fdbk101873,cust109424,13-03-2023,Rather them single own mention better deep impact.,4,transaction,TRUE,1,2
fdbk101874,cust104647,23-02-2025,Attorney matter improve sometimes more relate indicate.,3,transaction,FALSE,0,2
fdbk101875,cust102271,31-05-2025,Interest there space wear hundred until member quality than relate.,4,other,FALSE,0,4
fdbk101876,cust101915,20-06-2025,Common town each charge administration though.,4,app_usability,TRUE,1,3
fdbk101877,cust106170,12-10-2022,Service under street work green.,5,transaction,TRUE,1,2
fdbk101878,cust100416,06-03-2025,Statement he police as song road we theory.,5,app_usability,TRUE,1,3
fdbk101879,cust109345,29-04-2024,Eat lawyer next heart by current Mr receive.,3,other,TRUE,1,4
fdbk101880,cust105871,15-05-2024,Main measure leader his star career.,5,app_usability,TRUE,1,3
fdbk101881,cust101913,07-07-2024,Simply image into sign month per behind risk.,5,transaction,TRUE,1,2
fdbk101882,cust100641,23-08-2024,Until east skill nature but plan recognize.,4,app_usability,TRUE,1,3
fdbk101883,cust102321,13-08-2024,View employee us team sea.,5,app_usability,TRUE,1,3
fdbk101884,cust109287,08-11-2024,Lawyer myself against lot theory agent accept stuff.,4,fraud,TRUE,1,1
fdbk101885,cust105861,30-03-2025,Soon its night material evidence same either.,4,fraud,TRUE,1,1
fdbk101886,cust105621,11-04-2023,Bill social list affect also probably market save approach see look.,3,app_usability,TRUE,1,3
fdbk101887,cust108555,18-12-2021,Water field national especially address about television even.,3,transaction,TRUE,1,2
fdbk101888,cust104444,19-08-2024,Society sign exist window.,5,transaction,TRUE,1,2
fdbk101889,cust108380,17-10-2023,Century southern American success agency partner evidence.,4,transaction,TRUE,1,2
fdbk101890,cust107757,11-05-2023,Lay western item last including run eye travel fund.,5,transaction,TRUE,1,2
fdbk101891,cust104239,09-08-2024,Republican itself win national.,3,app_usability,TRUE,1,3
fdbk101892,cust106132,04-08-2025,Sound assume station while main.,3,transaction,TRUE,1,2
fdbk101893,cust104239,09-07-2024,Control remember free lawyer green think party wind later simply.,5,fraud,TRUE,1,1
fdbk101894,cust109673,05-02-2025,Not more condition feel debate.,5,fraud,TRUE,1,1
fdbk101895,cust104625,14-09-2024,Machine middle realize body control growth middle crime accept.,1,app_usability,TRUE,1,3
fdbk101896,cust100457,16-04-2025,Policy few five reflect TV.,3,transaction,TRUE,1,2
fdbk101897,cust100050,17-09-2024,Response fund hear serve know growth senior cause woman move.,3,transaction,TRUE,1,2
fdbk101898,cust108371,18-02-2023,Sort soldier interest when do choose chair gas manage memory.,5,transaction,TRUE,1,2
fdbk101899,cust106808,16-04-2025,Spend worry perhaps where product event central admit quite smile.,5,app_usability,TRUE,1,3
fdbk101900,cust100333,20-05-2025,Tax attention scene happy music determine enjoy.,4,transaction,TRUE,1,2
fdbk101901,cust105709,14-06-2025,Conference certainly describe recognize television Mrs tonight white.,4,app_usability,FALSE,0,3
fdbk101902,cust100453,01-08-2024,Sell continue teacher down region finish you much.,5,transaction,TRUE,1,2
fdbk101903,cust103246,11-06-2025,Painting six anything at from end.,5,transaction,TRUE,1,2
fdbk101904,cust105909,01-03-2023,Only election image public.,5,transaction,TRUE,1,2
fdbk101905,cust101805,29-05-2024,Get fish detail always should he.,5,transaction,TRUE,1,2
fdbk101906,cust101254,13-09-2023,During but Mrs law but five true.,4,transaction,FALSE,0,2
fdbk101907,cust104561,26-07-2023,Half institution add realize several little how meet water the.,4,transaction,TRUE,1,2
fdbk101908,cust102659,13-11-2020,Low light something father animal that.,4,fraud,TRUE,1,1
fdbk101909,cust104144,11-08-2021,South woman project line join inside option produce those on.,5,fraud,TRUE,1,1
fdbk101910,cust107724,04-05-2025,Suddenly use plant American.,4,other,TRUE,1,4
fdbk101911,cust108082,29-09-2020,Ask if up yard none bank certainly past Mr school watch.,4,app_usability,TRUE,1,3
fdbk101912,cust109016,06-04-2024,Interview make time career.,5,transaction,TRUE,1,2
fdbk101913,cust102712,11-04-2025,Everything of alone sell operation price dog.,2,transaction,TRUE,1,2
fdbk101914,cust107245,15-06-2024,Church green fire go suddenly.,5,transaction,TRUE,1,2
fdbk101915,cust108408,23-05-2025,Follow arm reduce author vote which include challenge goal entire.,2,transaction,TRUE,1,2
fdbk101916,cust108532,03-08-2025,Development someone out who research writer contain action box read.,4,other,TRUE,1,4
fdbk101917,cust105511,29-05-2024,Teach business particular author feel air save cut sea.,4,other,TRUE,1,4
fdbk101918,cust104348,27-07-2024,When miss week personal perhaps reflect leave product any.,3,other,TRUE,1,4
fdbk101919,cust100922,17-04-2022,Reach western south despite sport something hundred experience it easy.,4,transaction,TRUE,1,2
fdbk101920,cust103572,22-05-2024,Radio position start church.,5,transaction,TRUE,1,2
fdbk101921,cust106835,25-04-2025,Travel inside religious could support own property somebody.,5,transaction,TRUE,1,2
fdbk101922,cust101650,22-12-2023,Director benefit always beat listen member want science sometimes clearly cut.,5,other,TRUE,1,4
fdbk101923,cust103290,23-03-2025,Without candidate most chair do visit fight car red.,5,transaction,TRUE,1,2
fdbk101924,cust107911,19-06-2024,Nice cell hospital herself start hold accept which.,2,transaction,FALSE,0,2
fdbk101925,cust107865,23-01-2024,Current start western floor friend building thought TV describe why.,4,transaction,FALSE,0,2
fdbk101926,cust101713,20-10-2021,Behavior without lot piece candidate value home.,4,app_usability,TRUE,1,3
fdbk101927,cust100920,02-08-2025,Nearly chance part scientist quality before offer serve.,3,fraud,TRUE,1,1
fdbk101928,cust102917,20-05-2025,Why consider side response partner research who.,4,transaction,TRUE,1,2
fdbk101929,cust106049,17-09-2024,Court partner money leave.,5,app_usability,TRUE,1,3
fdbk101930,cust108847,01-06-2025,Door analysis professional room institution brother especially carry within financial.,5,fraud,TRUE,1,1
fdbk101931,cust104109,23-04-2025,Talk move state challenge election buy with.,5,app_usability,TRUE,1,3
